countrycode,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
GH,2_sample_mean,9920462,6666,6666,1,1,136777664.0,,544665920.0
GH,2_sample_mean,9494844,3326,3326,1,1,136652528.0,,258012544.0
GH,2_sample_mean,9938642,6805,6805,1,1,136531536.0,,541802304.0
GH,2_sample_mean,9265763,1532,1532,1,1,136442128.0,,255148032.0
GH,2_sample_mean,9994323,7238,7238,1,1,136370512.0,,586392896.0
GH,2_sample_mean,10253950,9276,9276,1,1,136369920.0,,469577216.0
GH,2_sample_mean,10185847,8738,8738,1,1,136188608.0,,570438464.0
GH,2_sample_mean,10252439,9264,9264,1,1,136036704.0,,571052096.0
GH,2_sample_mean,10306213,9683,9683,1,1,135911856.0,,300980224.0
GH,2_sample_mean,9418442,2736,2736,1,1,135888496.0,,386915584.0
GH,2_sample_mean,10072222,7842,7842,1,1,135367024.0,,269061376.0
GH,2_sample_mean,9538777,3670,3670,1,1,135058704.0,,564711232.0
GH,2_sample_mean,9644735,4507,4507,1,1,135016560.0,,394895296.0
GH,2_sample_mean,9829909,5955,5955,1,1,134984368.0,,454436224.0
GH,2_sample_mean,9295031,1761,1761,1,1,134977632.0,,504155968.0
GH,2_sample_mean,9848078,6099,6099,1,1,134976928.0,,563279424.0
GH,2_sample_mean,9952348,6912,6912,1,1,134719632.0,,536893248.0
GH,2_sample_mean,10335227,9913,9913,1,1,134575248.0,,282565504.0
GH,2_sample_mean,9991871,7219,7219,1,1,134276576.0,,274176576.0
GH,2_sample_mean,10250511,9248,9248,1,1,134209152.0,,284202368.0
GH,2_sample_mean,9943383,6841,6841,1,1,134185856.0,,483695168.0
GH,2_sample_mean,9094075,184,184,1,1,134086936.0,,524412160.0
GH,2_sample_mean,10270101,9402,9402,1,1,133961512.0,,272130496.0
GH,2_sample_mean,9814103,5834,5834,1,1,133942048.0,,297092672.0
GH,2_sample_mean,9764466,5448,5448,1,1,133860168.0,,262718528.0
GH,2_sample_mean,9502757,3388,3388,1,1,133817912.0,,269061376.0
GH,2_sample_mean,10292677,9580,9580,1,1,133756864.0,,262104704.0
GH,2_sample_mean,10303099,9660,9660,1,1,133729416.0,,244713024.0
GH,2_sample_mean,9930869,6745,6745,1,1,133661432.0,,272948928.0
GH,2_sample_mean,9437708,2882,2882,1,1,133536736.0,,435816896.0
GH,2_sample_mean,9499659,3363,3363,1,1,133487928.0,,462211328.0
GH,2_sample_mean,9155657,666,666,1,1,133484560.0,,635074368.0
GH,2_sample_mean,9940110,6816,6816,1,1,133407536.0,,308550720.0
GH,2_sample_mean,9552862,3779,3779,1,1,133282136.0,,253101952.0
GH,2_sample_mean,9528253,3589,3589,1,1,133281216.0,,534233344.0
GH,2_sample_mean,10188967,8763,8763,1,1,133097048.0,,259444800.0
GH,2_sample_mean,9833067,5982,5982,1,1,133018872.0,,608892736.0
GH,2_sample_mean,9233034,1276,1276,1,1,132804952.0,,419448256.0
GH,2_sample_mean,9850268,6116,6116,1,1,132799080.0,,458119168.0
GH,2_sample_mean,10242990,9191,9191,1,1,132675776.0,,351518400.0
GH,2_sample_mean,9357828,2256,2256,1,1,132578880.0,,491879488.0
GH,2_sample_mean,9233494,1280,1280,1,1,132577008.0,,531164224.0
GH,2_sample_mean,9561413,3845,3845,1,1,132527544.0,,500063808.0
GH,2_sample_mean,9337922,2101,2101,1,1,132486016.0,,560415808.0
GH,2_sample_mean,9817206,5858,5858,1,1,132325576.0,,588642880.0
GH,2_sample_mean,9751232,5346,5346,1,1,132245824.0,,460779072.0
GH,2_sample_mean,9693917,4895,4895,1,1,132038616.0,,334126720.0
GH,2_sample_mean,9643287,4495,4495,1,1,131833776.0,,536484032.0
GH,2_sample_mean,10129769,8294,8294,1,1,131797688.0,,270084416.0
GH,2_sample_mean,9535716,3647,3647,1,1,131752256.0,,313461312.0
GH,2_sample_mean,10343560,9977,9977,1,1,131531448.0,,385074112.0
GH,2_sample_mean,9343097,2140,2140,1,1,131508344.0,,501905280.0
GH,2_sample_mean,9456509,3028,3028,1,1,131167664.0,,240416256.0
